id,name,spokenLanguage,signedLanguage,category,definition,paraphrase,example,url,videoDuration,exampleVideoDuration
118967,VISIONNER,fr,lsf-ch,Verb,"Regarder un film, une émission, etc., à titre professionnel avant leur passage en public ou leur mise en forme définitive.","Examiner, visualiser.","Le réalisateur, Jean-Pierre Améris, visionne le film &quot;Marie Heurtin&quot;.",https://signsuisse.sgb-fss.ch/fr/lexikon/118967/visionner,2.84,16.04
127432,À L'ÉCOUTE,fr,lsf-ch,Menschen,"Être tout oreilles, être tout ouïe, écouter attentivement.",Ecoute attentive.,"Restez à l'écoute, notre programme va reprendre.",https://signsuisse.sgb-fss.ch/fr/lexikon/127432/a-lecoute,3.36,10.28
129402,RÜCKSICHT NEHMEN,de,dsgs,Allgemein,"Verhalten, das die besonderen Gefühle, Interessen, Bedürfnisse, die besondere Situation anderer berücksichtigt, feinfühlig beachtet","Verhalten, bei dem man die Gefühle anderer nicht verletzt, ihre Wünsche beachtet oder einer Sache nicht schadet",Auf diesen alten Mann bitte Rücksicht nehmen!,https://signsuisse.sgb-fss.ch/lexikon/129402/ruecksicht-nehmen,2.44,5.68
112494,TABLE DE CHEVET,fr,lsf-ch,Haus/Gebäude,"Petit meuble placé à côté d'un lit, à hauteur de la tête.","Meuble, table de nuit.",Alice pose le journal sur la table de chevet.,https://signsuisse.sgb-fss.ch/fr/lexikon/112494/table-de-chevet,3.2,8.16
118231,MINNEAPOLIS,de,dsgs,Stadt,Minneapolis ist mit rund 382.500 Einwohnern die bevölkerungsreichste Stadt im US-Bundesstaat Minnesota.,Stadt in Nordamerika,In Minneapolis gibt es ein Basketball Stadion.,https://signsuisse.sgb-fss.ch/lexikon/118231/minneapolis,2.75,5.917
126452,FLÜCHTLINGSLAGER,de,dsgs,Haus/Gebäude,"Flüchtlingslager ist ein Lager, in dem Flüchtlinge untergebracht sind. Die Bewohner der Flüchtlingslager sind vor politischer Verfolgung, Kriegen oder Bürgerkriegen, Vertreibung, aber auch vor Umweltkatastrophen und Hungersnöten geflohen.",Lager für Flüchtlinge an einem geschützten Ort,"Ein Flüchtlingslager, in dem Menschen wohnen können,wird oft erstellt infolge eines Krieges.",https://signsuisse.sgb-fss.ch/lexikon/126452/fluechtlingslager,2.792,7.0
125975,PUCE,fr,lsf-ch,Tiere,"Insecte sauteur brun, parasite des mammifères.",Insecte.,Martine s'est fait piquer par une puce.,https://signsuisse.sgb-fss.ch/fr/lexikon/125975/puce,3.08,9.2
121787,INVIDIOSO,it,lis-ch,Allgemein,"Che prova invidia, pieno d'invidia.","Roso dall'invidia, geloso.","Quello è invidioso di me, perchè ho una casa.",https://signsuisse.sgb-fss.ch/it/lexikon/121787/invidioso,2.375,3.959
116432,UMSTELLEN,de,dsgs,Verb,"sich auf etwas anderes einstellen, etwas umschalten, ändern.","etwas anders einstellen, umschalten",Diese Frau muss ihre Ernährung zumstellen.,https://signsuisse.sgb-fss.ch/lexikon/116432/umstellen,2.32,4.72
126750,MINUTE,de,dsgs,Allgemein,"Die Minute ist eine nicht zum Internationalen Einheitensystem gehörende Zeiteinheit und hat ihren Ursprung im babylonischen Sexagesimalsystem, in dem Brüche als 60stel und 3600stel entwickelt wurden.","Zeit, der sechzigste Teil einer Stunde",Wieviele Minuten brauchst du um die Aufgaben zu machen?,https://signsuisse.sgb-fss.ch/lexikon/126750/minute,3.04,4.4
120136,PRÉDATEUR,fr,lsf-ch,Tiere,Animal qui pratique la prédation. la prédation consiste à s'emparer d'une proie (animale ou végétale) pour la dévorer et se nourrir.,Phagotrophie.,Le renard est un animal prédateur.,https://signsuisse.sgb-fss.ch/fr/lexikon/120136/predateur,2.792,6.16
113377,DÉVELOPPEMENT 1,fr,lsf-ch,Medizin,"Fait de grandir, de croître, de se développer ; croissance.","Evolution, épanouissement, progrès, formation.",Le développement intellectuel d'un enfant.,https://signsuisse.sgb-fss.ch/fr/lexikon/113377/developpement-1,3.0,5.28
116925,GESICHT,de,dsgs,Menschen,"Gesicht ist die Vorderseite des menschlichen Kopfes, auf der die Augen, die Nase und der Mund liegen.","Kopf, Augen, Haut, Ohren, Nase, Haare, Mund, Ausdruck",Dein Gesicht ist rot.,https://signsuisse.sgb-fss.ch/lexikon/116925/gesicht,3.125,3.459
118713,POIS CHICHE,fr,lsf-ch,Nahrung,"Plante cultivée pour ses graines, très riches en principes nutritifs.",Graine.,On mange souvent le couscous avec des pois chiche.,https://signsuisse.sgb-fss.ch/fr/lexikon/118713/pois-chiche,3.584,8.209
127064,MITTELMEER,de,dsgs,Natur,"das Mittelmeer (auch europäisches Mittelmeer) ist das Meer zwischen Europa, Afrika und Asien. Es ist ein Nebenmeer vom Atlantischen Ozean.","das Meer, welches zwischen Europa, Afrika und Asien liegt","Viele Deutsche lieben es, im Mittelmeer zu baden.",https://signsuisse.sgb-fss.ch/lexikon/127064/mittelmeer,2.64,5.2
119158,LAUSANNE,fr,lsf-ch,Stadt,"Lausanne est une ville située à l'ouest de la Suisse, sur la rive Nord du lac Léman.","Ville, lac, colline.",Lausanne est la capitale du canton de Vaud.,https://signsuisse.sgb-fss.ch/fr/lexikon/119158/lausanne,2.292,5.64
117832,AMSTERDAM,de,dsgs,Stadt,Amsterdam ist eine Hafenstadt und die Hauptstadt der Niederlande,"wichtige Hafenstadt in der Niederlande, zugleich auch die Hauptstadt.",Morgen reist meine Freundin nach Amsterdam.,https://signsuisse.sgb-fss.ch/lexikon/117832/amsterdam,2.5,6.5
121778,FARE L'AMORE,it,lis-ch,Natur,"Avere rapporti sessuali, amoreggiare.",Relazione sessuale.,Ieri ho fatto l'amore.,https://signsuisse.sgb-fss.ch/it/lexikon/121778/fare-lamore,2.625,3.292
114195,PARTEI,de,dsgs,Politik/Recht,"Gruppe von Personen, die dasselbe Ziel erreichen wollen","Gruppe von Personen, die gleiche Meinung vertreten",Mein Grossvater ist Mitglied von einer Partei.,https://signsuisse.sgb-fss.ch/lexikon/114195/partei,1.92,4.72
125879,SPRACHE,de,dsgs,Allgemein,"Das Wort Sprache hat zwei Bedeutungen: Zum einen bezeichnet es konkrete Zeichensysteme (z. B. die deutsche Sprache, die Programmiersprache Basic), zum anderen umfasst es alle Handlungen, die etwas zum Ausdruck bringen, etwas mitteilen sollen.",z.B. Gebärdensprache,Ich liebe es die chinesische Sprache zu erlernen.,https://signsuisse.sgb-fss.ch/lexikon/125879/sprache,2.625,4.042
114231,POIDS,fr,lsf-ch,Allgemein,"Masse d'un corps, sa lourdeur.","Masse, mesure, pesée.",Le poids de cette table est de 50 kilos.,https://signsuisse.sgb-fss.ch/fr/lexikon/114231/poids,2.72,6.48
127137,REMORDS,fr,lsf-ch,",Allgemein",Vive douleur morale causée par la conscience d'avoir mal agi.,"regret, honte, repentir.",Il a des remords de ne pas l'avoir aidé.,https://signsuisse.sgb-fss.ch/fr/lexikon/127137/remords,3.04,6.72
124495,RENOVIEREN,de,dsgs,Haus/Gebäude,"Gebäude, Räumlichkeiten, Innenausstattungen oder Ähnliches wieder herrichten, erneuern, instand setzen","umbauen, reparieren eines Hauses/Gebäudes","Ich sehe, dass dieses alte Haus neu renoviert werden muss.",https://signsuisse.sgb-fss.ch/lexikon/124495/renovieren,3.0,6.792
120521,FIDÈLE,fr,lsf-ch,Allgemein,Qui respecte les engagements pris. Dont les sentiments (envers quelqu'un) ne changent pas. Qui ne trahit pas.,"Loyal, honnête, sincère, attaché.","Dans l'entreprise, il y a des employés fidèles.",https://signsuisse.sgb-fss.ch/fr/lexikon/120521/fidele,3.667,5.209
114924,JAHR,de,dsgs,Allgemein,"Zeitraum von zwölf Monaten, in dem während 365 Tagen die Erde die Sonne einmal umläuft.","365 Tage, 12 Monate",Ein Jahr umfasst 365 Tage.,https://signsuisse.sgb-fss.ch/lexikon/114924/jahr,2.795,4.84
113228,GRAS,de,dsgs,Natur,"Als Gras werden einkeimblättrige, krautige Pflanzen mit unscheinbaren Blüten und langen, schmalen Blättern bezeichnet.",in vielen Arten vorkommende Pflanze mit hohen Halmen und langen schmalen Blättern,"In der Bauernlandwirtschaft muss das hohe, lange Gras abgeschnitten werden.",https://signsuisse.sgb-fss.ch/lexikon/113228/gras,2.64,8.12
128351,NIGER,de,dsgs,Nation,Niger ist ein Staat in Westafrika,Staat Westafrika,In NIger leben ca 110 Millionen Menschen am Fluss.,https://signsuisse.sgb-fss.ch/lexikon/128351/niger,2.75,7.959
124931,ROMPRE,fr,lsf-ch,Verb,"Se séparer (en parlant d'amants, d'amoureux)",Se quitter.,"Il y a des personnes qui rompent, qui se remettent ensemble, qui rompent encore ..... c'est la vie !",https://signsuisse.sgb-fss.ch/fr/lexikon/124931/rompre,3.334,6.25
117669,NESSELWANG,de,dsgs,Stadt,Nesselwang ist eine Marktgemeinde im bayerisch-schwäbischen Landkreis Ostallgäu. Der staatlich anerkannte Luftkurort liegt im Südwesten Bayerns.,"Ort in Bayern, Deutschland",In Nesselwang kann man aktiv Sport betreiben wie z.B. wandern und Ski fahren.,https://signsuisse.sgb-fss.ch/lexikon/117669/nesselwang,2.5,7.792
120465,CARACTÈRE,fr,lsf-ch,Menschen,"Ensemble de signes distinctifs.Trait propre à une personne, et qui permet de la distinguer d'une autre.","Particularité, trait.","Oh la la, cette personne n'a pas un caractère facile!",https://signsuisse.sgb-fss.ch/fr/lexikon/120465/caractere,3.042,5.417
116914,ZWECK,de,dsgs,Allgemein,Als Zweck wird der Beweggrund einer zielgerichteten Tätigkeit oder eines Verhaltens verstanden. Das Ziel als Anlass für eine Handlung wird als Zweck- oder Finalursache bezeichnet.,"Aufgabe, die etwas in einem bestimmten Zusammenhang haben soll","Dieser Frauenverein hat sich zum Zweck / Ziel vorgenommen, ein grosses Projekt für arme Kinder zu unterstützen.",https://signsuisse.sgb-fss.ch/lexikon/116914/zweck,2.667,8.959
123585,TAKTILE GEBÄRDEN,de,dsgs,Allgemein,"Bei Menschen mit Taubblindheit werden Gebärdensprache bzw. Gebärden im Handkontakt über die haptischen Sinneswahrnehmungen Bewegung, Ertastung und Berührung erkannt.",Gebärden mit Handkontakt; &quot;Vierhandgebärden&quot;; meistens berühren sich alle vier Hände der Gesprächspartner,Mein Kollege ist selber von Usher betroffen und benützt immer taktile Gebärden.,https://signsuisse.sgb-fss.ch/lexikon/123585/taktile-gebaerden,2.792,6.167
122161,DIALETTO,it,lis-ch,Beruf/Schule,"Idioma proprio di una determinata comunità, caratterizzato dall'ambito geografico relativamente ristretto, dall'uso perlopiù orale e da particolari funzioni comunicative.","Linguaggio proprio di una città o di una regione, contrapposto alla lingua nazionale.",Nelle varie regioni d'Italia i dialetti sono molto diversi tra loro.,https://signsuisse.sgb-fss.ch/it/lexikon/122161/dialetto,2.292,5.0
125321,ENDLICH,de,dsgs,Allgemein,"meist emotional, bezeichnet das Ende einer als lang empfundenen Wartezeit.","lange gewartet, kommt jemand jetzt",Endlich kommt Weihnachten,https://signsuisse.sgb-fss.ch/lexikon/125321/endlich,3.042,3.125
129521,KRIMI,de,dsgs,Politik/Recht,"Geschichten über Verbrechen, meistens Mord, in verschiedenen Genres","Abkürzung von Kriminalfilm, Kriminalroman","Die Frau liebt es, Krimis zu lesen.",https://signsuisse.sgb-fss.ch/lexikon/129521/krimi,2.16,5.2
118864,IMMENSE,fr,lsf-ch,Allgemein,"Dont l'étendue, les dimensions sont considérables.","Grand, vaste, gigantesque.",La ville de New-York est immense.,https://signsuisse.sgb-fss.ch/fr/lexikon/118864/immense,3.292,4.5
113071,PERRON,de,dsgs,Verkehr,"Perron ist eine befestigte Plattform, die parallel und mit geringem Abstand zu einem Eisenbahngleis angelegt wird, um das Ein- und Aussteigen in bzw. aus Zügen zu erleichtern.",Bahnsteig,Die Frau steht auf dem Perron und wartet auf den Zug.,https://signsuisse.sgb-fss.ch/lexikon/113071/perron,2.584,6.209
127392,UKRAINE,de,dsgs,Nation,Die Ukraine ist ein Staat in Osteuropa.,Ein Staat (unabhängig seit 1991) in Osteuropa.,Bekanntlich sind Ukrainier herzliche Menschen.,https://signsuisse.sgb-fss.ch/lexikon/127392/ukraine,2.417,4.417
118573,FOUR,fr,lsf-ch,Haus/Gebäude,"Partie fermée d'une cuisinière, ou appareil indépendant encastrable, où l'on peut mettre les aliments pour les faire cuire.","Cuisson, aliment.",Le four auto-nettoyant est vraiment pratique.,https://signsuisse.sgb-fss.ch/fr/lexikon/118573/four,2.68,6.08
118515,CHARGER,fr,lsf-ch,Verb,"Mettre une charge sur quelque chose (une voiture, un animal, etc.).",Aloudir.,On a trop chargé cette voiture.,https://signsuisse.sgb-fss.ch/fr/lexikon/118515/charger,3.125,5.44
124592,TECHNIK,de,dsgs,Allgemein,"-die Beherrschung einer wiederholbaren, lern- und erlernbaren Fertigkeit",-Gesamtheit der Verfahren und Arbeitsmittel,Die Technik entwickelt sich sehr schnell.,https://signsuisse.sgb-fss.ch/lexikon/124592/technik,2.25,4.167
118839,CHAMPAGNOLE,fr,lsf-ch,Stadt,Commune française située dans le département du Jura.,"Ville, Jura.",À Champagnole les températures peuvent atteindre -20° en hiver et +35° en été.,https://signsuisse.sgb-fss.ch/fr/lexikon/118839/champagnole,3.959,15.2
129201,HAREM,de,dsgs,Religion,von den Männern abgegrenzter Wohnbereich für Frauen in einem Haus,"Teil eines Hauses, der nur von Frauen bewohnt wird",Die Frauen leben in diesem Harem.,https://signsuisse.sgb-fss.ch/lexikon/129201/harem,3.2,4.76
126430,MOZZARELLA,de,dsgs,Nahrung,"ein italienischer Käse aus Kuh-, oder Büffelmilch","ein italienischer Weichkäse, weiss",Mozzarella wird oft für auf Pizzas verwendet.,https://signsuisse.sgb-fss.ch/lexikon/126430/mozzarella,2.64,5.76
127397,REBBERG,de,dsgs,Natur,"ein Hang, an dem Reben angebaut werden","ein Stück Land, das mit Weinreben bepflanzt ist",Der Rebberg muss gespritzt werden.,https://signsuisse.sgb-fss.ch/lexikon/127397/rebberg,3.52,5.4
129565,PRÄVENTION,de,dsgs,Allgemein,"Als Prävention bezeichnet man vorbeugende Massnahmen, Programme und Projekte, um ein unerwünschtes Ereignis oder eine unerwünschte Entwicklung zu vermeiden.",vorbeugen/verhüten einer Gefahr; aktiv etwas machen um Probleme gar nicht entstehen zu lassen,In der Schule gibt es zum Thema Sexualität zwecks Prävention einen Vortrag.,https://signsuisse.sgb-fss.ch/lexikon/129565/praevention,2.52,7.16
111699,SEWASTOPOL,de,dsgs,Stadt,Sewastopol ist die grösste Stadt auf der Halbinsel Krim.,Stadt von Krim,Die Stadt Sewastopol liegt in der Nähe des schwarzen Meeres.,https://signsuisse.sgb-fss.ch/lexikon/111699/sewastopol,2.24,5.88
120861,MAYONNAISE,fr,lsf-ch,Nahrung,"Sauce froide composée d'huile, de jaunes d'œufs et d'assaisonnements variés, battus ensemble pour obtenir une émulsion de l'huile dans le jaune d'oeuf.",Sauce.,On fait de la mayonnaise en battant un oeuf avec de l'huile et en y ajoutant du sel et du poivre.,https://signsuisse.sgb-fss.ch/fr/lexikon/120861/mayonnaise,2.667,9.25
113348,BLANCHISSERIE,fr,lsf-ch,Haus/Gebäude,"Magasin où le linge sale déposé par le client est rendu lavé (blanchi), et souvent, repassé.",Magasin.,Philippe dépose un pantalon et une veste à la blanchisserie.,https://signsuisse.sgb-fss.ch/fr/lexikon/113348/blanchisserie,3.36,9.6
124260,PROJEKT,de,dsgs,Allgemein,"Plan oder Vorhaben, betreffend Bauwirtschaft, Maschinenbau, Technik oder Organisationsfragen; geplante oder bereits begonnene Unternehmung","einen Entwurf machen, Konzept","Diese Firma hat unser Projekt abgelehnt, weil es zu teuer ist.",https://signsuisse.sgb-fss.ch/lexikon/124260/projekt,2.667,6.417
127957,KO-SYSTEM,de,dsgs,Sport/Freizeit,"Das K.-o.-System (von knock out, engl. etwa: „heraus schlagen“ oder „ausser Gefecht setzen“), seltener auch Einzelausscheidung, ist eine Turnierform, die in Sportarten wie z.B. Tennis angewendet wird.",Ausschluss von einem Wettbewerb im Sinne von Disqualifikation oder Niederlage im KO-System,"Der Spieler sieht gemäss KO-System, wer den nächsten Match spielt.",https://signsuisse.sgb-fss.ch/lexikon/127957/ko-system,2.75,4.917
128881,VOTEN,de,dsgs,Politik/Recht,Einzahl: Votum; Entscheidung durch Stimmabgabe; Stimme; Wahl,"abstimmen, wählen",Bitte jetzt die Voten für meinen Kollegen abgeben.,https://signsuisse.sgb-fss.ch/lexikon/128881/voten,2.64,4.44
130703,CRÈTE,fr,lsf-ch,Nation,C'est une île grecque.,Plus grande des îles grecques.,Il y a de beaux sentiers de balade en Crète.,https://signsuisse.sgb-fss.ch/fr/lexikon/130703/crete,2.44,8.12
114447,LAC DE CONSTANCE,fr,lsf-ch,Natur,"Ensemble de plusieurs plans d'eaux situés au nord des Alpes, à la frontière entre l'Allemagne, la Suisse et l'Autriche.","Lac, frontière, Suisse, Allemagne, Autriche.","Avec 64 km de long et une largeur de 12 km, le lac de Constance, situé à la frontière entre l’Allemagne, la Suisse et l’Autriche, est le troisième plus grand lac d’Europe.",https://signsuisse.sgb-fss.ch/fr/lexikon/114447/lac-de-constance,4.12,27.08
120793,SE GRATTER,fr,lsf-ch,Verb,"Se frotter la peau avec les ongles, le bout des doigts pour faire cesser une démangeaison.","Se frotter la peau, démangeaison.","Le chien a des puces, il se gratte.",https://signsuisse.sgb-fss.ch/fr/lexikon/120793/se-gratter,3.28,6.48
128233,FROMAGE,fr,lsf-ch,Nahrung,"Aliment obtenu par la coagulation du lait, suivie ou non de fermentation.","Emprésurage, caillage, égouttage, moulage ...",Il n'aime pas le fromage de chèvre.,https://signsuisse.sgb-fss.ch/fr/lexikon/128233/fromage,2.667,4.584
127972,SCHÄMEN,de,dsgs,Verb,"Scham empfinden, sich blamieren","sich genieren, erröten, verlegen sein","Diese Frau schämt sich, weil sie die falsche Farbe Lippenstift gewählt hat.",https://signsuisse.sgb-fss.ch/lexikon/127972/schaemen,2.56,5.8
119489,MARQUE,fr,lsf-ch,Allgemein,Entreprise qui fabrique des produits de marque. Ensemble des produits fabriqués sous une même enseigne.,"Griffe, signe, label.",Quelle est la marque de ta jolie chemise?,https://signsuisse.sgb-fss.ch/fr/lexikon/119489/marque,2.5,4.167
115025,SNOWBOARD,de,dsgs,Sport/Freizeit,"Ein Snowboard ist ein Wintersportgerät in Form eines Brettes, um damit auf Schnee zu fahren. Der Fahrer steht seitlich zur Fahrtrichtung auf dem Brett.","ein flaches Brett aus Kunststoff, das breiter als ein Ski ist und mit dem man auf Schnee bergab gleitet",Meine Familie liebt es Snowboard zu fahren.,https://signsuisse.sgb-fss.ch/lexikon/115025/snowboard,2.76,4.08
119789,PING-PONG,fr,lsf-ch,Sport/Freizeit,Jeu de balle ressemblant au tennis et se jouant sur une table.,"Sport, raquettes et balles, table et filet.",Ces deux enfants jouent bien au ping-pong!,https://signsuisse.sgb-fss.ch/fr/lexikon/119789/ping-pong,2.75,6.0
126450,COLOMBO,de,dsgs,Nation,Colombo ist die Hauptstadt von Sri Lanka. Die günstige Lage auf einer Halbinsel und ein geschützter Naturhafen machten das ehemals kleine Fischerdorf zu einem begehrten Handelshafen für die Gewürzinsel.,Stadtname im Land Sri Lanka,Colombo ist die Hauptstadt von Sri Lanka.,https://signsuisse.sgb-fss.ch/lexikon/126450/colombo,3.125,5.542
112733,DURBAN,fr,lsf-ch,Stadt,Ville d'Afrique du Sud située dans la province du KwaZulu-Natal au bord de l'océan Indien.,"Ville, Afrique du Sud, Océan Indien.",Durban est située sur le littoral de l'Océan Indien.,https://signsuisse.sgb-fss.ch/fr/lexikon/112733/durban,3.12,8.36
114832,COURONNE DES ROIS - GÂTEAU DES ROIS,fr,lsf-ch,Nahrung,"Sorte de brioche de forme torique, parfumée à l'essence de fleur d'oranger et recouverte de sucre ainsi que de fruits confits.",Gâteau des Rois.,"La couronne des rois est traditionnellement dégustée en Provence et dans le reste du Sud de la France, lors de l'Épiphanie.",https://signsuisse.sgb-fss.ch/fr/lexikon/114832/couronne-des-rois-gateau-des-rois,4.08,17.88
118116,INVESTIEREN,de,dsgs,Verb,"Investieren bedeutet, Geld meist relativ lange zur Verfügung stellen um eine Entwicklung zu ermöglichen; Kapital langfristig in Sachwerten anlegen; Kapital auf etwas (in reichem Masse) verwenden.","Geld anlegen, Geld einsetzen z.B. für neue Maschinen kaufen",Die Firma investiert viel in ein grosses Projekt.,https://signsuisse.sgb-fss.ch/lexikon/118116/investieren,3.16,5.32
126673,SITZEN,de,dsgs,Verb,Das Sitzen ist eine der Grundhaltungen des Menschen. Bei dieser Körperhaltung ist der Oberkörper aufgerichtet und der grösste Teil des Körpergewichtes ruht auf dem Gesäss oder den angewinkelten Oberschenkeln.,"mit aufgerichtetem Oberkörper eine Position einnehmen, in der das Gesäss auf einer festen Unterlage ruht",Ich sitze auf der Bank.,https://signsuisse.sgb-fss.ch/lexikon/126673/sitzen,2.875,3.167
115313,CAISSE,fr,lsf-ch,Wirtschaft,Appareil dans lequel un commerçant dépose la recette de ses ventes.,Tiroir-caisse.,M. Durand compte l'argent de la caisse.,https://signsuisse.sgb-fss.ch/fr/lexikon/115313/caisse,2.68,8.84
115617,TEUERUNG,de,dsgs,Wirtschaft,Allgemeiner Anstieg des Preisniveaus.,Preiserhöhung,Bei der SBB kommt es nächstes Jahr zu einer (Ver-) Teuerung der Bahnbillette.,https://signsuisse.sgb-fss.ch/lexikon/115617/teuerung,2.959,6.834
119952,JAMAIS,fr,lsf-ch,Eigenschaft,"À aucun moment, en aucun cas.",Pas une fois.,"Il ne faut jamais toucher une prise électrique, c'est dangereux !",https://signsuisse.sgb-fss.ch/fr/lexikon/119952/jamais,2.334,6.625
119503,ÉLIRE,fr,lsf-ch,Verb,"Choisir, nommer par voie de suffrage la personne qui remplira telle fonction, qui occupera tel poste, qui portera tel titre ; procéder à son élection.","Choisir, nommer, plébisciter.",Pierre a été élu délégué de classe.,https://signsuisse.sgb-fss.ch/fr/lexikon/119503/elire,2.76,8.0
112172,VAN,de,dsgs,Stadt,Van ist die Hauptstadt der gleichnamigen türkischen Provinz Van.,Stadt in der Türkei,Meine Familie besitzt ein Haus in der Stadt Van.,https://signsuisse.sgb-fss.ch/lexikon/112172/van,2.32,5.28
125838,BLOCKIERT,de,dsgs,Allgemein,"eine solche Position einnehmen, dass dadurch der Zugang oder die Zufahrt zu etwas versperrt wird","versperrt, ohne Zugang",Durch diesen Computer bin ich im Moment sehr blockiert.,https://signsuisse.sgb-fss.ch/lexikon/125838/blockiert,2.292,4.167
124990,TENIR,fr,lsf-ch,Verb,"Avoir (un objet) avec soi en le serrant dans les mains, afin qu'il ne tombe pas, ne s'échappe pas.","Serrer, prendre, main.","Pendant le mariage à l'église, la petite fille tient un bouquet de fleurs.",https://signsuisse.sgb-fss.ch/fr/lexikon/124990/tenir,2.5,6.584
116517,SATZBALL,de,dsgs,Sport/Freizeit,"Möglichkeit und Gelegenheit eines Spielers, den letzten zum Gewinn eines Satzes noch benötigten Punkt zu erzielen","wer beim Satzball punktet, gewinnt den Satz; spielentscheidender Ballwechsel bei bestimmten Ballspielen wie Tennis, Badminton usw.",Der Schiedsrichter informiert den Badmintonspieler über den zu anstehenden Satzball.,https://signsuisse.sgb-fss.ch/lexikon/116517/satzball,2.334,6.5
113500,KARTE,de,dsgs,Sport/Freizeit,"Kurzform für Landkarte, Speisekarte, Fahrkarte usw. Bedeutung für Fahrradkarte bei Beispiel: Landkarte mit Radwegen und für Radtouren geeigneten Strecken.","Landkarte, Wegkarte (Geografie)",Diese Männergruppe kauft sich eine neue Fahrradkarte (Velokarte).,https://signsuisse.sgb-fss.ch/lexikon/113500/karte,2.584,5.792
122217,SPIEGARE,it,lis-ch,Verb,"Fare capire, rendere chiaro, commentare, indicare, insegnare, chiarire qualcosa a qualcuno.",Parlare facendosi capire; esprimersi con chiarezza.,Spiego a mio figlio i compiti scolastici.,https://signsuisse.sgb-fss.ch/it/lexikon/122217/spiegare,2.875,5.875
114736,STREGA,it,lis-ch,Menschen,"Nelle favole, donna vecchia e brutta che compie malefici.","Maga, fattucchiera, befana.",La strega offre a Biancaneve la mela avvelenata .,https://signsuisse.sgb-fss.ch/it/lexikon/114736/strega,2.417,7.5
127591,TOUCHE,fr,lsf-ch,Haushalt,"Pièce, levier d'une machine ou d'un instrument qui commande un mécanisme par simple pression.",Bouton.,Les touches se trouvent sur le haut de la machine à café.,https://signsuisse.sgb-fss.ch/fr/lexikon/127591/touche,3.28,9.44
126190,VERERBEN,de,dsgs,Medizin,"Bedeutung in Biologie/Medizin: Etwas durch Vererbung an seine Nachkommen weitergeben, Eigenschaften, Anlagen o. Ä. auf die Nachkommen übertragen.","vermachen, übertragen, weitergeben",In dieser Familie wird die Gehörlosigkeit jeweils an die Nachkommen weitervererbt.,https://signsuisse.sgb-fss.ch/lexikon/126190/vererben,2.167,3.584
117683,ATOMKRAFTWERK,de,dsgs,Allgemein,"Ein Atomkraftwerk (AKW), ist ein Wärmekraftwerk zur Gewinnung elektrischer Energie aus Kernenergie durch kontrollierte Kernspaltung.","Kraftwerk, das die Spaltung von Atomkernen als Methode zur Stromerzeugung einsetzt",Die Schweiz hat fünf Atomkraftwerke.,https://signsuisse.sgb-fss.ch/lexikon/117683/atomkraftwerk,2.792,5.0
114062,AUSWECHSELZONE,de,dsgs,Sport/Freizeit,Spielerwechsel sind nur in der Auswechelzone möglich. Der eintretende Spieler kann erst nach Abklatschen mit dem austretenden Spieler das Spielfeld betreten.,"Zone, wo Spieler ausgewechselt werden","Bevor beim Fussball ein Spielerwechsel stattfindet, muss der Eine in der Auswechselzone auf den Handschlag des Anderen warten.",https://signsuisse.sgb-fss.ch/lexikon/114062/auswechselzone,3.375,11.459
115737,ZIRKUS,de,dsgs,Sport/Freizeit,"Ein Zirkus ist ein Unterhaltungsunternehmen oder eine Gruppe von Artisten, die eine Vorstellung mit verschiedenen artistischen Darbietungen zeigen.","grosses Zelt, Tiere, Turnkünstler, lustige Leute",Der Zirkus Knie ist in der Schweiz bekannt.,https://signsuisse.sgb-fss.ch/lexikon/115737/zirkus,2.375,5.542
111505,LYCÉE,fr,lsf-ch,Beruf/Schule,Établissement d'enseignement du second cycle du second degré.,"Collège, gymnase.","Antoine est en première, au Lycée de Staël.",https://signsuisse.sgb-fss.ch/fr/lexikon/111505/lycee,2.56,9.76
119364,NOIR,fr,lsf-ch,Allgemein,De la couleur la plus foncée qui existe.,"Couleur, foncé.",Le nuage noir annonce qu'il va pleuvoir.,https://signsuisse.sgb-fss.ch/fr/lexikon/119364/noir,2.375,9.375
126934,NICARAGUA,it,lis-ch,Nation,Repubblica democratica rappresentativa. È il più grande paese del Centro America.,Nazione centro-americana.,Due amici sordi vanno in vacanza in Nicaragua.,https://signsuisse.sgb-fss.ch/it/lexikon/126934/nicaragua,2.875,6.0
120979,TRANSPORTER,fr,lsf-ch,Verb,"Faire passer, amener quelqu'un ou quelque chose d'un lieu à un autre.","Acheminer, déménager, transbahuter.",Ma voiture est en panne; elle est transportée sur un camion jusqu'au garage.,https://signsuisse.sgb-fss.ch/fr/lexikon/120979/transporter,3.417,12.52
118948,DIAMANT,fr,lsf-ch,Haushalt,"Pierre précieuse, la plus brillante et la plus très dure de toutes, le plus souvent incolore.",Pierre précieuse.,Une bague en diamant a une valeur inestimable!,https://signsuisse.sgb-fss.ch/fr/lexikon/118948/diamant,2.959,6.0
130496,RAP,de,dsgs,Sport/Freizeit,Sprechgesang im Rhythmus wiederkehrender Schlagzeug-/Bassfiguren,Musikstil mit rhythmischem Sprechgesang,Die Jugendlichen lieben den Musikstil Rap.,https://signsuisse.sgb-fss.ch/lexikon/130496/rap,2.12,5.72
